shop_name,product_name,product_image,product_url,product_review_count,product_talk_count,price,rating_average,count_sold,revenue,kelas
Acer Store,Acer Aspire 3 A314-32-C6KM [N4120/4GB/256GBSSD/W10/OHS] [NX.GVYSN.00B],https://images.tokopedia.net/img/VqbcmM/2020/11/10/18473e61-a1ad-4fe0-9e4d-921363fafead.jpg,https://www.tokopedia.com/acer-store/acer-aspire-3-a314-32-c6km-n4120-4gb-256gbssd-w10-ohs-nx-gvysn-00b,35,6,4749000,5.0,69,327681000,Bawah
Acer Store,"ACER Aspire 3 A314-22-R6MN [14""/A3050U/4GB/256GB] Black NX.HVVSN.009",https://images.tokopedia.net/img/VqbcmM/2021/4/27/99eb1a73-e336-4f95-8dd9-6b3af831ac70.jpg,https://www.tokopedia.com/acer-store/acer-aspire-3-a314-22-r6mn-14-a3050u-4gb-256gb-black-nx-hvvsn-009,6,2,4999000,4.7,10,49990000,Bawah
Acer Store,Acer Aspire 3 Slim A314-22-R1KF [3050U/W10+OHS] Black [NX.HVVSN.00F],https://images.tokopedia.net/img/VqbcmM/2020/12/21/c8845a09-6fbb-4fff-b6cf-5fe760d62234.jpg,https://www.tokopedia.com/acer-store/acer-aspire-3-slim-a314-22-r1kf-3050u-w10-ohs-black-nx-hvvsn-00f,2,6,5099000,5.0,2,10198000,Bawah
Acer Store,"Acer Aspire 3 A314-35-C2T9 (14""/N5100/4GB/SSD256) Blue (NX.A7TSN.001)",https://images.tokopedia.net/img/VqbcmM/2021/3/4/fabef8f6-e042-4a25-a1cc-35ee9331f399.jpg,https://www.tokopedia.com/acer-store/acer-aspire-3-a314-35-c2t9-14-n5100-4gb-ssd256-blue-nx-a7tsn-001,5,0,5199000,5.0,5,25995000,Bawah
Acer Store,[BUNDLING] Acer Aspire 3 A314-32-C6KM + Canon Printer MG2570s,https://images.tokopedia.net/img/VqbcmM/2021/1/20/2d9c0810-e345-4cbd-8f04-d95f38819270.jpg,https://www.tokopedia.com/acer-store/bundling-acer-aspire-3-a314-32-c6km-canon-printer-mg2570s,5,2,5299000,4.8,12,63588000,Bawah
Acer Store,"Acer Swift 1 SF114-34-P2VU (14""FHD/N6000/4G/SSD512) SLVER NX.A77SN.002",https://images.tokopedia.net/img/VqbcmM/2021/3/3/2d817602-bbc4-4188-af6e-6fdf552aead7.jpg,https://www.tokopedia.com/acer-store/acer-swift-1-sf114-34-p2vu-14-fhd-n6000-4g-ssd512-slver-nx-a77sn-002,12,9,6499000,4.9,19,123481000,Bawah
Acer Store,Acer Swift 1 SF114-34-P3ZB (14'FHD/N6000/4G/SSD512G) GOLD NX.A7BSN.004,https://images.tokopedia.net/img/VqbcmM/2021/3/1/6339adfd-39bd-465f-a08b-8847ed21b647.jpg,https://www.tokopedia.com/acer-store/acer-swift-1-sf114-34-p3zb-14-fhd-n6000-4g-ssd512g-gold-nx-a7bsn-004,5,3,6499000,5.0,14,90986000,Bawah
Acer Store,"Acer Aspire 5 A514-53-38Y5 (14""FHD/i3-1005G1/4G) Silver NX.HUPSN.002",https://images.tokopedia.net/img/VqbcmM/2021/3/24/e35a7f7e-b0ea-42e3-a641-0607c0b20460.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-53-38y5-14-fhd-i3-1005g1-4g-silver-nx-hupsn-002,14,11,6699000,4.4,21,140679000,Bawah
Acer Store,Acer Aspire 5 A514-53-36N5 (i3-1005G1/4G/SSD512) BLACK (NX.HUNSN.004),https://images.tokopedia.net/img/VqbcmM/2021/2/26/386e6ba2-3ed1-4928-8b01-3bc16b02356a.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-53-36n5-i3-1005g1-4g-ssd512-black-nx-hunsn-004,42,30,6699000,4.8,60,401940000,Bawah
Acer Store,Acer Aspire 5 A514-53-32F7(i3-1005G1/4GB/SSD512) Black (NX.HUNSN.002),https://images.tokopedia.net/img/VqbcmM/2021/2/14/710e22c1-6def-4e58-9e9f-746e7f5e39d0.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-53-32f7-i3-1005g1-4gb-ssd512-black-nx-hunsn-002,41,6,6799000,4.8,57,387543000,Bawah
Acer Store,ACER Aspire 5 A514-54-3427 [i3-1115G4/4GB/SSD512] SILVER NX.A23SN.003,https://images.tokopedia.net/img/VqbcmM/2021/5/24/31815a61-c1c6-45e3-b05b-403470bb12c8.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54-3427-i3-1115g4-4gb-ssd512-silver-nx-a23sn-003,0,1,7099000,-,3,21297000,Menengah
Acer Store,ACER Aspire 5 A515-45-R3RR [R3-5300U/8GB/SSD512] SILVER NX.A7YSN.001,https://images.tokopedia.net/img/VqbcmM/2021/4/27/05c62689-e080-44fa-a91e-d5a130bb9891.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a515-45-r3rr-r3-5300u-8gb-ssd512-silver-nx-a7ysn-001,7,5,7499000,4.7,10,74990000,Menengah
Acer Store,ACER Aspire 5 A514-54G-38DF [i3-1115G4/8G/MX350] SILVER NX.A1SSN.002,https://images.tokopedia.net/img/VqbcmM/2021/5/24/6dfa4c55-50bc-4a23-98e4-a46e87e88a3f.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54g-38df-i3-1115g4-8g-mx350-silver-nx-a1ssn-002,1,1,8199000,4.0,1,8199000,Menengah
Acer Store,ACER Aspire 5 A514-54G-38QM [i3-1115G4/8GB/MX350] SILVER NX.A1XSN.004,https://images.tokopedia.net/img/VqbcmM/2021/5/25/fe00a053-0ec0-4b94-9442-576e153da7b6.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54g-38qm-i3-1115g4-8gb-mx350-silver-nx-a1xsn-004,1,5,8549000,5.0,2,17098000,Menengah
Acer Store,ACER Aspire 5 A515-45-R65M [R5-5500U/8GB/512GB] Silver (NX.A7YSN.002),https://images.tokopedia.net/img/VqbcmM/2021/5/23/cf0a3255-3f27-410b-8bac-0ad401e4dc5d.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a515-45-r65m-r5-5500u-8gb-512gb-silver-nx-a7ysn-002,1,0,8599000,5.0,1,8599000,Menengah
Acer Store,ACER Aspire 5 A515-45-R8PY [R5-5500U/8GB/512GB] Black (NX.A7ZSN.002),https://images.tokopedia.net/img/VqbcmM/2021/4/27/cb268183-5e58-4477-a1ff-666424586386.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a515-45-r8py-r5-5500u-8gb-512gb-black-nx-a7zsn-002,4,8,8599000,5.0,4,34396000,Menengah
Acer Store,"Acer Aspire All in One C22-1650 [21,5""/I5-1135G7/4GB/1TB] DQ.BG6SN.003",https://images.tokopedia.net/img/VqbcmM/2021/6/4/90da369a-52a7-4eec-a1ed-fd88b19987c8.jpg,https://www.tokopedia.com/acer-store/acer-aspire-all-in-one-c22-1650-21-5-i5-1135g7-4gb-1tb-dq-bg6sn-003,0,0,9070000,-,0,0,Menengah
Acer Store,"Acer Swift 3 SF314-42-R27X [R5-4500U, W10+OHS] [NX.HSESN.002]",https://images.tokopedia.net/img/VqbcmM/2020/12/22/38c736f8-e30f-4aee-968d-6bdc16f8ba3c.jpg,https://www.tokopedia.com/acer-store/acer-swift-3-sf314-42-r27x-r5-4500u-w10-ohs-nx-hsesn-002,8,7,9199000,5.0,13,119587000,Menengah
Acer Store,ACER Aspire 5 A514-54-50YU [i5-1135G7/8GB/512GB] GOLD (NX.A2ASN.003),https://images.tokopedia.net/img/VqbcmM/2021/5/28/bd1bbaad-4d36-44aa-ae1a-9ac59354a2c5.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54-50yu-i5-1135g7-8gb-512gb-gold-nx-a2asn-003,1,5,9199000,4.0,2,18398000,Menengah
Acer Store,"ACER Aspire 5 A514-54-524L [14""FHD/I5-1135G7/8G/512] BLUE NX.A29SN.002",https://images.tokopedia.net/img/VqbcmM/2021/5/24/ece6716a-9da7-48a1-9509-0bc7b0f5c5ce.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54-524l-14-fhd-i5-1135g7-8g-512-blue-nx-a29sn-002,2,2,9199000,5.0,2,18398000,Menengah
Acer Store,Acer Spin 3 Convertible SP314-54N-35BL [i3-1005G1] [NX.HQCSN.003],https://images.tokopedia.net/img/VqbcmM/2021/1/14/0f13c8a8-f9f5-468c-9f7a-7be97ce4d02a.jpg,https://www.tokopedia.com/acer-store/acer-spin-3-convertible-sp314-54n-35bl-i3-1005g1-nx-hqcsn-003,7,4,9799000,4.4,10,97990000,Menengah
Acer Store,Acer Swift 3 SF314-42-R27X Ryzen 5 Silver FREE Canon Printer MG2570s,https://images.tokopedia.net/img/VqbcmM/2021/3/25/100fd29e-17de-43c9-8270-30ce60955eb2.jpg,https://www.tokopedia.com/acer-store/acer-swift-3-sf314-42-r27x-ryzen-5-silver-free-canon-printer-mg2570s,6,6,9999000,4.3,11,109989000,Menengah
Acer Store,ACER Aspire 5 A514-54G-565J [i5-1135G7/MX350/8G/512] GOLD NX.A1YSN.004,https://images.tokopedia.net/img/VqbcmM/2021/5/24/5bf8a25f-d506-47c9-b16f-4218893655af.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54g-565j-i5-1135g7-mx350-8g-512-gold-nx-a1ysn-004,1,2,10099000,5.0,2,20198000,Menengah
Acer Store,ACER Aspire 5 A514-54G-5480 [i5-1135G7/MX350/8GB] BLUE (NX.A1YSN.003),https://images.tokopedia.net/img/VqbcmM/2021/5/24/95144399-99e5-479c-a8a5-fd5a59006a87.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54g-5480-i5-1135g7-mx350-8gb-blue-nx-a1ysn-003,0,1,10099000,-,1,10099000,Menengah
Acer Store,"Acer Aspire All In One C24-1651 [24""/i5-1135G7/8G/512GB] DQ.BFWSN.001",https://images.tokopedia.net/img/VqbcmM/2021/6/4/042b629e-4b87-4c76-ac2c-03d35064f126.jpg,https://www.tokopedia.com/acer-store/acer-aspire-all-in-one-c24-1651-24-i5-1135g7-8g-512gb-dq-bfwsn-001,0,0,10575000,-,0,0,Menengah
Acer Store,Acer Spin 3 SP314-54N-50SH (i5-1035G4/8GB/512SSD) Silver NX.HQCSN.004,https://images.tokopedia.net/img/VqbcmM/2021/1/15/cec591bb-51a1-454d-a5e3-4d01c7b2061a.jpg,https://www.tokopedia.com/acer-store/acer-spin-3-sp314-54n-50sh-i5-1035g4-8gb-512ssd-silver-nx-hqcsn-004,2,1,11999000,3.0,2,23998000,Menengah
Acer Store,Acer Swift 3 Infinity SF314-59-56Q2 Ultrathin Notebook [NX.A5QSN.002],https://images.tokopedia.net/img/VqbcmM/2020/12/3/7b1ce73a-380d-4c6f-91b9-fb824f3cce36.jpg,https://www.tokopedia.com/acer-store/acer-swift-3-infinity-sf314-59-56q2-ultrathin-notebook-nx-a5qsn-002,2,4,12125000,5.0,2,24250000,Atas
Acer Store,Acer Swift 3 Infinity SF314-59-56K4 Ultrathin Notebook [NX.A5USN.004],https://images.tokopedia.net/img/VqbcmM/2020/12/18/cfce052a-7505-4e23-bef9-4405ad3e5f12.jpg,https://www.tokopedia.com/acer-store/acer-swift-3-infinity-sf314-59-56k4-ultrathin-notebook-nx-a5usn-004,4,5,12499000,5.0,6,74994000,Atas
Acer Store,Acer Nitro 5 AN515-44-R2Z0 [R5-4600H/GTX1650Ti/OHS] [NH.Q9NSN.002],https://images.tokopedia.net/img/VqbcmM/2020/11/30/61ca93ac-982f-412d-95e8-3a612b06ab98.jpg,https://www.tokopedia.com/acer-store/acer-nitro-5-an515-44-r2z0-r5-4600h-gtx1650ti-ohs-nh-q9nsn-002,7,32,12595000,5.0,10,125950000,Atas
Acer Store,Acer Aspire 5 A514-54G-78MW (i7-1165G7/MX350) SILVER NX.A1XSN.001,https://images.tokopedia.net/img/VqbcmM/2021/3/24/2662d343-b148-489a-9af9-a87f01b40f07.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54g-78mw-i7-1165g7-mx350-silver-nx-a1xsn-001,6,2,12609000,5.0,9,113481000,Atas
Acer Store,Acer Aspire 5 A514-54G-72JX (i7-1165G7/8GB/MX350) GOLD (NX.A1ZSN.001),https://images.tokopedia.net/img/VqbcmM/2021/2/22/6707bca8-e8e7-464f-89d7-3f15a97be1dd.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54g-72jx-i7-1165g7-8gb-mx350-gold-nx-a1zsn-001,4,3,12609000,4.5,6,75654000,Atas
Acer Store,Acer Aspire 5 A514-54G-78WV [i7-1165G7/SSD512] Silver [NX.A1WSN.002],https://images.tokopedia.net/img/attachment/2021/3/24/65580410/65580410_6e029ca0-1889-47d2-9865-6963857279c4.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54g-78wv-i7-1165g7-ssd512-silver-nx-a1wsn-002,8,14,12609000,4.8,16,201744000,Atas
Acer Store,Acer Nitro 5 AN515-56-5603 [i5-11300H/GTX1650/8GB] Black NH.QBZSN.001,https://images.tokopedia.net/img/VqbcmM/2021/3/29/f20bc39a-097b-4265-8073-5322f0f413f7.jpg,https://www.tokopedia.com/acer-store/acer-nitro-5-an515-56-5603-i5-11300h-gtx1650-8gb-black-nh-qbzsn-001,7,27,12799000,4.4,9,115191000,Atas
Acer Store,Acer Aspire 5 A514-54G-78WV [NX.A1WSN.002] FREE Canon Printer MG2570s,https://images.tokopedia.net/img/VqbcmM/2021/3/25/32610ef6-4fbc-48f3-a88c-693d98b948df.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54g-78wv-nx-a1wsn-002-free-canon-printer-mg2570s,0,0,12999000,-,1,12999000,Atas
Acer Store,Acer Swift 3X SF314-510G-50CC (i5-1135G7/16G/SSD512) GOLD NX.A10SN.005,https://images.tokopedia.net/img/VqbcmM/2021/3/2/dbdd5ae5-9d08-4a11-89d6-312056592e10.jpg,https://www.tokopedia.com/acer-store/acer-swift-3x-sf314-510g-50cc-i5-1135g7-16g-ssd512-gold-nx-a10sn-005,9,11,13075000,4.6,12,156900000,Atas
Acer Store,Acer Spin 3 SP313-51N-58RG Intel Evo i5-1135G7 Silver (NX.A9VSN.002),https://images.tokopedia.net/img/VqbcmM/2021/2/11/2a926eef-5cda-48d8-8a2a-ea6af05efde2.jpg,https://www.tokopedia.com/acer-store/acer-spin-3-sp313-51n-58rg-intel-evo-i5-1135g7-silver-nx-a9vsn-002,0,13,13095000,-,4,52380000,Atas
Acer Store,Acer Swift 5 SF514-54GT-54RL [i5-1035G1] [NX.HU4SN.002],https://images.tokopedia.net/img/VqbcmM/2021/1/26/170135d1-89c2-41fe-8779-c95a28c17425.jpg,https://www.tokopedia.com/acer-store/acer-swift-5-sf514-54gt-54rl-i5-1035g1-nx-hu4sn-002,0,0,14519000,-,0,0,Atas
Acer Store,Acer Nitro 5 AN515-55-77MG [NH.Q7NSN.004],https://images.tokopedia.net/img/attachment/2021/3/24/65580410/65580410_d99867df-7e25-4fa6-b989-b28392742dd0.jpg,https://www.tokopedia.com/acer-store/acer-nitro-5-an515-55-77mg-nh-q7nsn-004,11,8,14735000,4.5,14,206290000,Atas
Acer Store,Acer Swift 5 SF514-55TA-55AL Antimicrobial Notebook [NX.A6SSN.004],https://images.tokopedia.net/img/attachment/2021/3/24/65580410/65580410_97a7f26a-4424-4e49-acf9-3ab1591caa13.jpg,https://www.tokopedia.com/acer-store/acer-swift-5-sf514-55ta-55al-antimicrobial-notebook-nx-a6ssn-004,0,2,15505000,-,1,15505000,Atas
Acer Store,Acer Swift 3 Air 3 SF313-53-79G3 Ultrathin 2K Notebook [NX.A4KSN.003],https://images.tokopedia.net/img/attachment/2021/3/24/65580410/65580410_e85ea951-6255-4b72-b0ae-181f9c6d6587.jpg,https://www.tokopedia.com/acer-store/acer-swift-3-air-3-sf313-53-79g3-ultrathin-2k-notebook-nx-a4ksn-003,0,3,16459000,-,0,0,Atas
Acer Store,Acer Swift 3X SF314-510G-7043 Ultrathin Notebook [NX.A10SN.003],https://images.tokopedia.net/img/VqbcmM/2020/12/18/74f9659a-557e-4cf7-8e4b-04fe41c70751.jpg,https://www.tokopedia.com/acer-store/acer-swift-3x-sf314-510g-7043-ultrathin-notebook-nx-a10sn-003,0,6,16459000,-,4,65836000,Atas
Acer Store,Acer Swift 3 Infinity SF314-59-78Z8 Ultrathin Notebook [NX.A5USN.003],https://images.tokopedia.net/img/attachment/2021/3/24/65580410/65580410_2138c2ad-d2eb-4097-a288-cf3424deb714.jpg,https://www.tokopedia.com/acer-store/acer-swift-3-infinity-sf314-59-78z8-ultrathin-notebook-nx-a5usn-003,1,5,16489000,5.0,1,16489000,Atas
Acer Store,Acer Spin 5 SP513-55N-58YY Intel Evo i5-1135G7 Steel Gray NX.A5PSN.004,https://images.tokopedia.net/img/VqbcmM/2021/2/11/015780ab-f5f1-4df3-8692-10b65ec86f59.jpg,https://www.tokopedia.com/acer-store/acer-spin-5-sp513-55n-58yy-intel-evo-i5-1135g7-steel-gray-nx-a5psn-004,1,1,16999000,5.0,2,33998000,Atas
Acer Store,Acer Spin 3 SP313-51N-70YB Intel Evo i7-1165G7 Silver (NX.A9VSN.001),https://images.tokopedia.net/img/VqbcmM/2021/2/11/a2be2a22-bbd4-4ad2-a250-4a85c3cf6885.jpg,https://www.tokopedia.com/acer-store/acer-spin-3-sp313-51n-70yb-intel-evo-i7-1165g7-silver-nx-a9vsn-001,1,2,17499000,5.0,1,17499000,Atas
Acer Store,"Acer Nitro 5 AN515-55-73G3 [15,6""/i7-10870H/8GB/GTX1660] NH.Q7PSN.002",https://images.tokopedia.net/img/VqbcmM/2021/4/8/15adf626-9b3b-4d13-8ea9-83bb867f4bd5.jpg,https://www.tokopedia.com/acer-store/acer-nitro-5-an515-55-73g3-15-6-i7-10870h-8gb-gtx1660-nh-q7psn-002,1,2,17999000,5.0,1,17999000,Atas
Acer Store,Acer Aspire 5 SF514-54GT-71XR [i7-1065G7/512GSSD] Blue [NX.HU5SN.001],https://images.tokopedia.net/img/VqbcmM/2021/1/19/658d954e-6a59-4eb4-ace3-a1f6713694f6.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-sf514-54gt-71xr-i7-1065g7-512gssd-blue-nx-hu5sn-001,0,0,18309000,-,0,0,Atas
Acer Store,Acer Nitro 5 AN515-55-73G3 [NH.Q7PSN.002],https://images.tokopedia.net/img/attachment/2021/3/24/65580410/65580410_633dd266-8caf-46d1-8fa0-f3b8fef85949.jpg,https://www.tokopedia.com/acer-store/acer-nitro-5-an515-55-73g3-nh-q7psn-002,2,3,18499000,5.0,2,36998000,Atas
Acer Store,Acer Predator Nitro 7 AN715-51-74NA [Intel Core i7-9750H] [NH.Q5HSN],https://images.tokopedia.net/img/attachment/2021/3/24/65580410/65580410_a77cd036-13d1-4b4d-9134-2ca7b26d5183.jpg,https://www.tokopedia.com/acer-store/acer-predator-nitro-7-an715-51-74na-intel-core-i7-9750h-nh-q5hsn,1,7,18885000,5.0,3,56655000,Atas
Acer Store,ACER Nitro 5 AN515-45-R6RF [R7-5800H/RTX3060/16GB/SSD512] NH.QBCSN.001,https://images.tokopedia.net/img/VqbcmM/2021/4/19/2304a0f9-149c-4a57-825b-6f4b1fbe5ca8.jpg,https://www.tokopedia.com/acer-store/acer-nitro-5-an515-45-r6rf-r7-5800h-rtx3060-16gb-ssd512-nh-qbcsn-001,2,21,18999000,5.0,8,151992000,Atas
Acer Store,Acer Swift 5 SF514-55TA-797T Antimicrobial Notebook [NX.A6SSN.003],https://images.tokopedia.net/img/attachment/2021/3/24/65580410/65580410_f98f2526-5557-4706-8158-97a8262a8655.jpg,https://www.tokopedia.com/acer-store/acer-swift-5-sf514-55ta-797t-antimicrobial-notebook-nx-a6ssn-003,2,1,19279000,5.0,5,96395000,Atas
Acer Store,Acer Spin 5 SP513-55N-72J8 Intel Evo i7-1165G7 Steel Gray NX.A5PSN.003,https://images.tokopedia.net/img/VqbcmM/2021/2/11/3feb107d-c32e-4360-9dc0-ede60309de4c.jpg,https://www.tokopedia.com/acer-store/acer-spin-5-sp513-55n-72j8-intel-evo-i7-1165g7-steel-gray-nx-a5psn-003,1,0,19399000,5.0,1,19399000,Atas
Acer Store,Acer Spin 7 SP714-51-M8VR [i7-7Y75/8G/256G SSD/Win10] [NX.GKPSN.001],https://images.tokopedia.net/img/VqbcmM/2021/1/22/2e4ebe48-1e44-4dd8-94ff-feaafbfa670e.jpg,https://www.tokopedia.com/acer-store/acer-spin-7-sp714-51-m8vr-i7-7y75-8g-256g-ssd-win10-nx-gkpsn-001,1,0,19999000,1.0,1,19999000,Atas
Acer Store,Acer Predator Helios 300 PH315-53-735F [i7-10750H/OHS] NH.Q7ZSN.002,https://images.tokopedia.net/img/VqbcmM/2021/4/8/1b0d33b5-096a-4033-9967-ad528972a717.jpg,https://www.tokopedia.com/acer-store/acer-predator-helios-300-ph315-53-735f-i7-10750h-ohs-nh-q7zsn-002,0,0,24249000,-,0,0,Atas
Acer Store,Acer Predator Helios 300 PH315-53-75LC [i7-10870H/8GB] NH.Q7ZSN.003,https://images.tokopedia.net/img/VqbcmM/2021/1/24/8e85a823-debf-4643-b738-bad58a691539.png,https://www.tokopedia.com/acer-store/acer-predator-helios-300-ph315-53-75lc-ci7-10870h-8gb-nh-q7zsn-003,0,0,24249000,-,0,0,Atas
Acer Store,ACER Predator Helios PH315-53-7045 [i7-10870H] + Sneakers UN.QATSN.001,https://images.tokopedia.net/img/VqbcmM/2021/4/27/a82dacea-cf94-4502-9bcc-27e614c4b727.jpg,https://www.tokopedia.com/acer-store/acer-predator-helios-ph315-53-7045-i7-10870h-sneakers-un-qatsn-001,0,2,28499000,-,0,0,Atas
Acer Store,"Acer ConceptD 3 Ezel Pro (14""FHD/i7-10750H/16G/1TB) White NX.C5KSN.001",https://images.tokopedia.net/img/VqbcmM/2021/2/18/b2b1a77a-3eca-4e3f-9e30-157f83288798.jpg,https://www.tokopedia.com/acer-store/acer-conceptd-3-ezel-pro-14-fhd-i7-10750h-16g-1tb-white-nx-c5ksn-001,0,1,32499000,-,0,0,Atas
Asus Official Store,ASUS VivoBook 14 A416EA-FHD352 - Slate Grey,https://images.tokopedia.net/img/VqbcmM/2021/6/11/358ada94-638d-4022-9606-564f26dec84a.jpg,https://www.tokopedia.com/asus/asus-vivobook-14-a416ea-fhd352-slate-grey,0,0,7399000,-,0,0,Menengah
Asus Official Store,ASUS VivoBook 14 A416EA-FHD351 - Transparent Silver,https://images.tokopedia.net/img/VqbcmM/2021/6/11/ae657e2e-a4c0-4eea-bd66-0754b670c459.jpg,https://www.tokopedia.com/asus/asus-vivobook-14-a416ea-fhd351-transparent-silver,0,0,7399000,-,0,0,Menengah
Asus Official Store,ASUS TUF Dash F15 FX516PE-I7R5B6T-O - Eclipse Gray,https://images.tokopedia.net/img/VqbcmM/2021/6/11/3b5b35b7-a73c-49ef-8ef2-dbd01605c0e0.jpg,https://www.tokopedia.com/asus/asus-tuf-dash-f15-fx516pe-i7r5b6t-o-eclipse-gray,0,0,19999000,-,0,0,Atas
Asus Official Store,ASUS ZenBook 14 UX435EG-AI711NP - Pine Grey,https://images.tokopedia.net/img/VqbcmM/2021/6/11/e6e1414d-fa29-4bb7-b183-bb5835420901.jpg,https://www.tokopedia.com/asus/asus-zenbook-14-ux435eg-ai711np-pine-grey,0,0,19499000,-,0,0,Atas
Asus Official Store,ASUS ZenBook 13 UX325EA-OLED752 - Lilac Mist,https://images.tokopedia.net/img/VqbcmM/2021/6/11/0172dfbb-0ab3-43cf-97f5-5224af383d4a.jpg,https://www.tokopedia.com/asus/asus-zenbook-13-ux325ea-oled752-lilac-mist,0,0,17999000,-,0,0,Atas
Asus Official Store,ASUS ZenBook Pro Duo UX482EG-KA751IPS - Celestial Blue,https://images.tokopedia.net/img/VqbcmM/2021/6/11/1e68a4c5-309b-4dca-ae3d-b230a8b1a55b.jpg,https://www.tokopedia.com/asus/asus-zenbook-pro-duo-ux482eg-ka751ips-celestial-blue,0,0,23999000,-,0,0,Atas
Asus Official Store,ASUS ZenBook 14 UX425EA-BM552TS - Lilac Mist,https://images.tokopedia.net/img/VqbcmM/2021/6/11/6f83c58a-800c-4848-988e-e5d1ca5cc92d.jpg,https://www.tokopedia.com/asus/asus-zenbook-14-ux425ea-bm552ts-lilac-mist,0,0,13799000,-,0,0,Atas
Asus Official Store,ASUS ZenBook 14 UX425EA-IPS552 - Lilac Mist,https://images.tokopedia.net/img/VqbcmM/2021/6/11/bf32e47b-012f-48fe-a98b-41f23ce390ca.jpg,https://www.tokopedia.com/asus/asus-zenbook-14-ux425ea-ips552-lilac-mist,0,0,14499000,-,0,0,Atas
Asus Official Store,ASUS ZenBook 14 UX435EG-AI551NP - Pine Grey,https://images.tokopedia.net/img/VqbcmM/2021/6/11/d11d1411-9b05-4580-8a72-14905c74e5e1.jpg,https://www.tokopedia.com/asus/asus-zenbook-14-ux435eg-ai551np-pine-grey,0,0,16499000,-,0,0,Atas
Asus Official Store,ASUS VivoBook A416JA-EK501TS - Transparent Silver,https://images.tokopedia.net/img/VqbcmM/2021/6/11/84cc1092-ed44-4d00-86bb-29829c8a7446.jpg,https://www.tokopedia.com/asus/asus-vivobook-a416ja-ek501ts-transparent-silver,0,0,8199000,-,0,0,Menengah
Asus Official Store,Asus VivoBook 14 A416EA-FHD522 - Slate Grey,https://images.tokopedia.net/img/VqbcmM/2021/6/11/1d565306-aba4-4745-ab24-7494efe26654.jpg,https://www.tokopedia.com/asus/asus-vivobook-14-a416ea-fhd522-slate-grey,0,0,8899000,-,0,0,Menengah
Asus Official Store,ASUS VivoBook Ultra 14 K413JQ-VIPS551 Transparent Silver,https://images.tokopedia.net/img/VqbcmM/2021/6/3/35484b95-661e-4265-8420-779f4fc87f2c.jpg,https://www.tokopedia.com/asus/asus-vivobook-ultra-14-k413jq-vips551-transparent-silver,0,0,11449000,-,0,0,Menengah
Asus Official Store,ASUS VivoBook Ultra 14 K413JQ-VIPS553 Hearty Gold,https://images.tokopedia.net/img/VqbcmM/2021/6/3/fc0dac80-df8e-4925-8fcd-4955e9fc7d40.jpg,https://www.tokopedia.com/asus/asus-vivobook-ultra-14-k413jq-vips553-hearty-gold,0,0,11449000,-,0,0,Menengah
Asus Official Store,"ASUS VivoBook A416JP-EK5122TS (14""/i5-1035G1/MX330/8G/256PCIE+1TB,Grey",https://images.tokopedia.net/img/VqbcmM/2021/6/3/706adf30-e7c0-4d8b-a55d-efead9c3d85d.jpg,https://www.tokopedia.com/asus/asus-vivobook-a416jp-ek5122ts-14-i5-1035g1-mx330-8g-256pcie-1tb-grey,0,0,10299000,-,0,0,Menengah
Asus Official Store,ASUS VivoBook 14 A416JP-VIPS551 Transparent Silver,https://images.tokopedia.net/img/VqbcmM/2021/6/3/cd56967f-7efb-4a3b-85ca-296c8c43dbbc.jpg,https://www.tokopedia.com/asus/asus-vivobook-14-a416jp-vips551-transparent-silver,0,0,9899000,-,0,0,Menengah
Asus Official Store,ASUS VivoBook 14 A416JP-VIPS552 Slate Grey,https://images.tokopedia.net/img/VqbcmM/2021/6/3/593f887c-b7e0-4810-a504-84f814110967.jpg,https://www.tokopedia.com/asus/asus-vivobook-14-a416jp-vips552-slate-grey,0,0,9899000,-,0,0,Menengah
Asus Official Store,ASUS VivoBook Flip 14 TP412FA-VIPS551 Star Grey,https://images.tokopedia.net/img/VqbcmM/2021/6/3/cdf89df2-dfc3-4313-89c6-dbebec5f518f.jpg,https://www.tokopedia.com/asus/asus-vivobook-flip-14-tp412fa-vips551-star-grey,0,0,11199000,-,0,0,Menengah
