shop_name,product_name,product_image,product_url,product_review_count,product_talk_count,price,rating_average,count_sold
Acer Store,Acer Aspire 3 A314-32-C6KM [N4120/4GB/256GBSSD/W10/OHS] [NX.GVYSN.00B],https://images.tokopedia.net/img/VqbcmM/2020/11/10/18473e61-a1ad-4fe0-9e4d-921363fafead.jpg,https://www.tokopedia.com/acer-store/acer-aspire-3-a314-32-c6km-n4120-4gb-256gbssd-w10-ohs-nx-gvysn-00b,35,6,4749000,5,69
Acer Store,"ACER Aspire 3 A314-22-R6MN [14""/A3050U/4GB/256GB] Black NX.HVVSN.009",https://images.tokopedia.net/img/VqbcmM/2021/4/27/99eb1a73-e336-4f95-8dd9-6b3af831ac70.jpg,https://www.tokopedia.com/acer-store/acer-aspire-3-a314-22-r6mn-14-a3050u-4gb-256gb-black-nx-hvvsn-009,6,2,4999000,4.7,10
Acer Store,Acer Aspire 3 Slim A314-22-R1KF [3050U/W10+OHS] Black [NX.HVVSN.00F],https://images.tokopedia.net/img/VqbcmM/2020/12/21/c8845a09-6fbb-4fff-b6cf-5fe760d62234.jpg,https://www.tokopedia.com/acer-store/acer-aspire-3-slim-a314-22-r1kf-3050u-w10-ohs-black-nx-hvvsn-00f,2,6,5099000,5,2
Acer Store,"Acer Aspire 3 A314-35-C2T9 (14""/N5100/4GB/SSD256) Blue (NX.A7TSN.001)",https://images.tokopedia.net/img/VqbcmM/2021/3/4/fabef8f6-e042-4a25-a1cc-35ee9331f399.jpg,https://www.tokopedia.com/acer-store/acer-aspire-3-a314-35-c2t9-14-n5100-4gb-ssd256-blue-nx-a7tsn-001,5,0,5199000,5,5
Acer Store,[BUNDLING] Acer Aspire 3 A314-32-C6KM + Canon Printer MG2570s,https://images.tokopedia.net/img/VqbcmM/2021/1/20/2d9c0810-e345-4cbd-8f04-d95f38819270.jpg,https://www.tokopedia.com/acer-store/bundling-acer-aspire-3-a314-32-c6km-canon-printer-mg2570s,5,2,5299000,4.8,12
Acer Store,"Acer Swift 1 SF114-34-P2VU (14""FHD/N6000/4G/SSD512) SLVER NX.A77SN.002",https://images.tokopedia.net/img/VqbcmM/2021/3/3/2d817602-bbc4-4188-af6e-6fdf552aead7.jpg,https://www.tokopedia.com/acer-store/acer-swift-1-sf114-34-p2vu-14-fhd-n6000-4g-ssd512-slver-nx-a77sn-002,12,9,6499000,4.9,19
Acer Store,Acer Swift 1 SF114-34-P3ZB (14'FHD/N6000/4G/SSD512G) GOLD NX.A7BSN.004,https://images.tokopedia.net/img/VqbcmM/2021/3/1/6339adfd-39bd-465f-a08b-8847ed21b647.jpg,https://www.tokopedia.com/acer-store/acer-swift-1-sf114-34-p3zb-14-fhd-n6000-4g-ssd512g-gold-nx-a7bsn-004,5,3,6499000,5,14
Acer Store,"Acer Aspire 5 A514-53-38Y5 (14""FHD/i3-1005G1/4G) Silver NX.HUPSN.002",https://images.tokopedia.net/img/VqbcmM/2021/3/24/e35a7f7e-b0ea-42e3-a641-0607c0b20460.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-53-38y5-14-fhd-i3-1005g1-4g-silver-nx-hupsn-002,14,11,6699000,4.4,21
Acer Store,Acer Aspire 5 A514-53-36N5 (i3-1005G1/4G/SSD512) BLACK (NX.HUNSN.004),https://images.tokopedia.net/img/VqbcmM/2021/2/26/386e6ba2-3ed1-4928-8b01-3bc16b02356a.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-53-36n5-i3-1005g1-4g-ssd512-black-nx-hunsn-004,42,30,6699000,4.8,60
Acer Store,Acer Aspire 5 A514-53-32F7(i3-1005G1/4GB/SSD512) Black (NX.HUNSN.002),https://images.tokopedia.net/img/VqbcmM/2021/2/14/710e22c1-6def-4e58-9e9f-746e7f5e39d0.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-53-32f7-i3-1005g1-4gb-ssd512-black-nx-hunsn-002,41,6,6799000,4.8,57
Acer Store,ACER Aspire 5 A514-54-3427 [i3-1115G4/4GB/SSD512] SILVER NX.A23SN.003,https://images.tokopedia.net/img/VqbcmM/2021/5/24/31815a61-c1c6-45e3-b05b-403470bb12c8.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54-3427-i3-1115g4-4gb-ssd512-silver-nx-a23sn-003,0,1,7099000,,3
Acer Store,ACER Aspire 5 A515-45-R3RR [R3-5300U/8GB/SSD512] SILVER NX.A7YSN.001,https://images.tokopedia.net/img/VqbcmM/2021/4/27/05c62689-e080-44fa-a91e-d5a130bb9891.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a515-45-r3rr-r3-5300u-8gb-ssd512-silver-nx-a7ysn-001,7,5,7499000,4.7,10
Acer Store,ACER Aspire 5 A514-54G-38DF [i3-1115G4/8G/MX350] SILVER NX.A1SSN.002,https://images.tokopedia.net/img/VqbcmM/2021/5/24/6dfa4c55-50bc-4a23-98e4-a46e87e88a3f.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54g-38df-i3-1115g4-8g-mx350-silver-nx-a1ssn-002,1,1,8199000,4,1
Acer Store,ACER Aspire 5 A514-54G-38QM [i3-1115G4/8GB/MX350] SILVER NX.A1XSN.004,https://images.tokopedia.net/img/VqbcmM/2021/5/25/fe00a053-0ec0-4b94-9442-576e153da7b6.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54g-38qm-i3-1115g4-8gb-mx350-silver-nx-a1xsn-004,1,5,8549000,5,2
Acer Store,ACER Aspire 5 A515-45-R65M [R5-5500U/8GB/512GB] Silver (NX.A7YSN.002),https://images.tokopedia.net/img/VqbcmM/2021/5/23/cf0a3255-3f27-410b-8bac-0ad401e4dc5d.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a515-45-r65m-r5-5500u-8gb-512gb-silver-nx-a7ysn-002,1,0,8599000,5,1
Acer Store,ACER Aspire 5 A515-45-R8PY [R5-5500U/8GB/512GB] Black (NX.A7ZSN.002),https://images.tokopedia.net/img/VqbcmM/2021/4/27/cb268183-5e58-4477-a1ff-666424586386.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a515-45-r8py-r5-5500u-8gb-512gb-black-nx-a7zsn-002,4,8,8599000,5,4
Acer Store,"Acer Aspire All in One C22-1650 [21,5""/I5-1135G7/4GB/1TB] DQ.BG6SN.003",https://images.tokopedia.net/img/VqbcmM/2021/6/4/90da369a-52a7-4eec-a1ed-fd88b19987c8.jpg,https://www.tokopedia.com/acer-store/acer-aspire-all-in-one-c22-1650-21-5-i5-1135g7-4gb-1tb-dq-bg6sn-003,0,0,9070000,,0
Acer Store,"Acer Swift 3 SF314-42-R27X [R5-4500U, W10+OHS] [NX.HSESN.002]",https://images.tokopedia.net/img/VqbcmM/2020/12/22/38c736f8-e30f-4aee-968d-6bdc16f8ba3c.jpg,https://www.tokopedia.com/acer-store/acer-swift-3-sf314-42-r27x-r5-4500u-w10-ohs-nx-hsesn-002,8,7,9199000,5,13
Acer Store,ACER Aspire 5 A514-54-50YU [i5-1135G7/8GB/512GB] GOLD (NX.A2ASN.003),https://images.tokopedia.net/img/VqbcmM/2021/5/28/bd1bbaad-4d36-44aa-ae1a-9ac59354a2c5.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54-50yu-i5-1135g7-8gb-512gb-gold-nx-a2asn-003,1,5,9199000,4,2
Acer Store,"ACER Aspire 5 A514-54-524L [14""FHD/I5-1135G7/8G/512] BLUE NX.A29SN.002",https://images.tokopedia.net/img/VqbcmM/2021/5/24/ece6716a-9da7-48a1-9509-0bc7b0f5c5ce.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54-524l-14-fhd-i5-1135g7-8g-512-blue-nx-a29sn-002,2,2,9199000,5,2
Acer Store,Acer Spin 3 Convertible SP314-54N-35BL [i3-1005G1] [NX.HQCSN.003],https://images.tokopedia.net/img/VqbcmM/2021/1/14/0f13c8a8-f9f5-468c-9f7a-7be97ce4d02a.jpg,https://www.tokopedia.com/acer-store/acer-spin-3-convertible-sp314-54n-35bl-i3-1005g1-nx-hqcsn-003,7,4,9799000,4.4,10
Acer Store,Acer Swift 3 SF314-42-R27X Ryzen 5 Silver FREE Canon Printer MG2570s,https://images.tokopedia.net/img/VqbcmM/2021/3/25/100fd29e-17de-43c9-8270-30ce60955eb2.jpg,https://www.tokopedia.com/acer-store/acer-swift-3-sf314-42-r27x-ryzen-5-silver-free-canon-printer-mg2570s,6,6,9999000,4.3,11
Acer Store,ACER Aspire 5 A514-54G-565J [i5-1135G7/MX350/8G/512] GOLD NX.A1YSN.004,https://images.tokopedia.net/img/VqbcmM/2021/5/24/5bf8a25f-d506-47c9-b16f-4218893655af.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54g-565j-i5-1135g7-mx350-8g-512-gold-nx-a1ysn-004,1,2,10099000,5,2
Acer Store,ACER Aspire 5 A514-54G-5480 [i5-1135G7/MX350/8GB] BLUE (NX.A1YSN.003),https://images.tokopedia.net/img/VqbcmM/2021/5/24/95144399-99e5-479c-a8a5-fd5a59006a87.jpg,https://www.tokopedia.com/acer-store/acer-aspire-5-a514-54g-5480-i5-1135g7-mx350-8gb-blue-nx-a1ysn-003,0,1,10099000,,1
Acer Store,"Acer Aspire All In One C24-1651 [24""/i5-1135G7/8G/512GB] DQ.BFWSN.001",https://images.tokopedia.net/img/VqbcmM/2021/6/4/042b629e-4b87-4c76-ac2c-03d35064f126.jpg,https://www.tokopedia.com/acer-store/acer-aspire-all-in-one-c24-1651-24-i5-1135g7-8g-512gb-dq-bfwsn-001,0,0,10575000,,0
Acer Store,Acer Spin 3 SP314-54N-50SH (i5-1035G4/8GB/512SSD) Silver NX.HQCSN.004,https://images.tokopedia.net/img/VqbcmM/2021/1/15/cec591bb-51a1-454d-a5e3-4d01c7b2061a.jpg,https://www.tokopedia.com/acer-store/acer-spin-3-sp314-54n-50sh-i5-1035g4-8gb-512ssd-silver-nx-hqcsn-004,2,1,11999000,3,2
Acer Store,Acer Swift 3 Infinity SF314-59-56Q2 Ultrathin Notebook [NX.A5QSN.002],https://images.tokopedia.net/img/VqbcmM/2020/12/3/7b1ce73a-380d-4c6f-91b9-fb824f3cce36.jpg,https://www.tokopedia.com/acer-store/acer-swift-3-infinity-sf314-59-56q2-ultrathin-notebook-nx-a5qsn-002,2,4,12125000,5,2
Acer Store,Acer Swift 3 Infinity SF314-59-56K4 Ultrathin Notebook [NX.A5USN.004],https://images.tokopedia.net/img/VqbcmM/2020/12/18/cfce052a-7505-4e23-bef9-4405ad3e5f12.jpg,https://www.tokopedia.com/acer-store/acer-swift-3-infinity-sf314-59-56k4-ultrathin-notebook-nx-a5usn-004,4,5,12499000,5,6
